Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Difference,Mechanical Power,Wear Rate,Thermal Stress
1,299.8,309.2,1591,37.5,109,0,0,0,0,0,0,9.399999999999977,59662.5,0.06851037079289103,352.49999999999915
0,299.8,309.2,1435,42.6,111,0,0,0,0,0,0,9.399999999999977,61131.0,0.07735191632240283,400.43999999999903
1,299.8,309.3,1386,49.4,116,0,0,0,0,0,0,9.5,68468.4,0.08369408363369835,469.3
1,299.7,309.2,1401,54.1,118,0,0,0,0,0,0,9.5,75794.1,0.08422555311618447,513.95
2,299.6,309.0,1245,64.0,120,0,0,0,0,0,0,9.399999999999977,79680.0,0.09638554209125659,601.5999999999985
1,299.7,309.1,1475,40.0,123,0,0,0,0,0,0,9.400000000000034,59000.0,0.0833898304519391,376.00000000000136
1,299.7,309.1,1473,39.4,125,0,0,0,0,0,0,9.400000000000034,58036.2,0.08486082818407276,370.3600000000013
0,299.7,309.2,1355,44.8,127,0,0,0,0,0,0,9.5,60703.99999999999,0.09372693720020152,425.59999999999997
0,299.7,309.2,1468,49.6,132,0,0,0,0,0,0,9.5,72812.8,0.08991825606953796,471.2
1,299.7,309.2,1645,30.8,137,0,0,0,0,0,0,9.5,50666.0,0.0832826747214087,292.6
1,299.7,309.1,1347,55.3,139,0,0,0,0,0,0,9.400000000000034,74489.09999999999,0.10319227906221805,519.8200000000019
1,299.7,309.1,1713,33.5,141,0,0,0,0,0,0,9.400000000000034,57385.5,0.08231173375229904,314.9000000000011
2,299.6,309.1,1435,48.4,143,0,0,0,0,0,0,9.5,69454.0,0.09965156787480726,459.8
2,299.6,309.0,1736,26.1,146,0,0,0,0,0,0,9.399999999999977,45309.600000000006,0.08410138244003376,245.3399999999994
1,299.6,309.0,1372,60.4,149,0,0,0,0,0,0,9.399999999999977,82868.8,0.10860058301122405,567.7599999999986
1,299.7,309.0,1605,33.0,151,0,0,0,0,0,0,9.300000000000011,52965.0,0.09408099682611776,306.9000000000004
1,299.6,309.0,1413,48.5,153,0,0,0,0,0,0,9.399999999999977,68530.5,0.10828025470043859,455.8999999999989
2,299.7,309.0,1645,31.9,155,0,0,0,0,0,0,9.300000000000011,52475.5,0.09422492395487846,296.67000000000036
2,299.7,309.0,1465,49.0,158,0,0,0,0,0,0,9.300000000000011,71785.0,0.1078498292779182,455.70000000000056
2,299.6,308.9,1685,27.8,161,0,0,0,0,0,0,9.299999999999955,46843.0,0.09554896136762672,258.53999999999877
1,299.5,308.8,1965,20.4,164,0,0,0,0,0,0,9.300000000000011,40086.0,0.08346055975396409,189.72000000000023
0,299.4,308.6,1542,41.8,166,0,0,0,0,0,0,9.200000000000045,64455.6,0.10765239941137976,384.5600000000019
1,299.4,308.7,1681,30.8,171,0,0,0,0,0,0,9.300000000000011,51774.8,0.10172516353258466,286.44000000000034
1,299.5,308.7,1446,45.7,173,0,0,0,0,0,0,9.199999999999989,66082.2,0.11964038719250318,420.4399999999995
1,299.4,308.6,1415,56.4,175,0,0,0,0,0,0,9.200000000000045,79806.0,0.12367491157337461,518.8800000000025
1,299.5,308.6,1672,30.5,177,0,0,0,0,0,0,9.100000000000023,50996.0,0.10586124395582461,277.5500000000007
1,299.5,308.7,2549,13.0,179,1,0,0,1,0,0,9.199999999999989,33137.0,0.07022361707719749,119.59999999999985
1,299.4,308.6,1492,40.5,181,0,0,0,0,0,0,9.200000000000045,60426.0,0.12131367284094256,372.60000000000184
2,299.4,308.6,1455,42.7,183,0,0,0,0,0,0,9.200000000000045,62128.50000000001,0.12577319578984658,392.84000000000196
2,299.3,308.5,1422,43.1,186,0,0,0,0,0,0,9.199999999999989,61288.200000000004,0.13080168767172876,396.5199999999995
1,299.3,308.6,1403,50.6,189,0,0,0,0,0,0,9.300000000000011,70991.8,0.13471133276214445,470.5800000000006
1,299.3,308.6,1474,49.6,191,0,0,0,0,0,0,9.300000000000011,73110.40000000001,0.12957937576012252,461.2800000000006
1,299.2,308.6,1381,50.0,193,0,0,0,0,0,0,9.400000000000034,69050.0,0.13975380149185096,470.0000000000017
1,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,9.300000000000011,65127.9,0.133836650560167,415.71000000000055
1,299.2,308.4,1711,28.9,197,0,0,0,0,0,0,9.199999999999989,49447.899999999994,0.11513734651365438,265.87999999999965
1,299.2,308.4,1667,29.0,199,0,0,0,0,0,0,9.199999999999989,48343.0,0.11937612470343363,266.79999999999967
1,299.2,308.4,1465,35.0,201,0,0,0,0,0,0,9.199999999999989,51275.0,0.1372013650940605,321.9999999999996
2,299.3,308.4,1542,37.5,203,1,1,0,0,0,0,9.099999999999966,57825.0,0.13164721132837404,341.24999999999875
2,299.3,308.4,1438,42.3,0,0,0,0,0,0,0,9.099999999999966,60827.399999999994,0.0,384.92999999999853
1,299.3,308.4,1406,47.4,3,0,0,0,0,0,0,9.099999999999966,66644.4,0.002133712658510873,431.3399999999984
2,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,9.199999999999989,67706.0,0.003581661888551818,446.1999999999995
2,299.3,308.5,1304,60.6,8,0,0,0,0,0,0,9.199999999999989,79022.40000000001,0.006134969320448643,557.5199999999993
1,299.2,308.5,1442,46.5,11,0,0,0,0,0,0,9.300000000000011,67053.0,0.007628294030770946,432.4500000000005
2,299.2,308.4,1396,48.7,13,0,0,0,0,0,0,9.199999999999989,67985.2,0.009312320910234727,448.03999999999945
0,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,9.199999999999989,61801.6,0.011235955048289356,399.2799999999995
0,299.1,308.3,1451,42.8,21,0,0,0,0,0,0,9.199999999999989,62102.799999999996,0.01447277738492572,393.7599999999995
1,299.2,308.4,1386,54.1,26,0,0,0,0,0,0,9.199999999999989,74982.6,0.01875901874548411,497.7199999999994
1,299.1,308.3,1325,46.9,28,0,0,0,0,0,0,9.199999999999989,62142.5,0.021132075455749376,431.47999999999945
1,299.1,308.3,1559,33.7,30,0,0,0,0,0,0,9.199999999999989,52538.3,0.019243104541858173,310.0399999999996
1,299.1,308.3,1489,38.1,32,0,0,0,0,0,0,9.199999999999989,56730.9,0.02149093349799131,350.5199999999996
1,299.1,308.3,1892,25.2,34,0,0,0,0,0,0,9.199999999999989,47678.4,0.017970401681833826,231.83999999999972
1,299.1,308.2,1319,60.3,36,0,0,0,0,0,0,9.099999999999966,79535.7,0.027293404073318116,548.729999999998
1,299.1,308.3,1431,52.3,38,0,0,0,0,0,0,9.199999999999989,74841.3,0.026554856724979134,481.1599999999994
0,299.1,308.3,1521,36.5,40,0,0,0,0,0,0,9.199999999999989,55516.5,0.02629848781965911,335.7999999999996
2,299.1,308.2,1435,45.2,45,0,0,0,0,0,0,9.099999999999966,64862.00000000001,0.03135888499556872,411.31999999999846
1,299.1,308.3,1533,42.4,48,0,0,0,0,0,0,9.199999999999989,64999.2,0.03131115457840107,390.07999999999953
2,299.2,308.4,1529,43.0,50,0,0,0,0,0,0,9.199999999999989,65747.0,0.03270111181641523,395.5999999999995
2,299.2,308.4,1415,43.5,53,0,0,0,0,0,0,9.199999999999989,61552.5,0.037455830362222026,400.1999999999995
2,299.2,308.4,1330,51.2,56,0,0,0,0,0,0,9.199999999999989,68096.0,0.04210526312623664,471.03999999999945
1,299.2,308.5,1381,60.6,59,0,0,0,0,0,0,9.300000000000011,83688.6,0.04272266470476273,563.5800000000007
1,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,9.300000000000011,71788.0,0.04452554741275507,487.32000000000056
1,299.2,308.5,1438,46.6,63,0,0,0,0,0,0,9.300000000000011,67010.8,0.04381084837008981,433.38000000000056
1,299.3,308.6,1314,48.2,65,0,0,0,0,0,0,9.300000000000011,63334.8,0.04946727545702642,448.26000000000056
1,299.3,308.6,1437,48.1,67,0,0,0,0,0,0,9.300000000000011,69119.7,0.04662491298077598,447.33000000000055
1,299.2,308.5,1821,26.1,69,0,0,0,0,0,0,9.300000000000011,47528.100000000006,0.037891268512964704,242.7300000000003
2,299.3,308.6,1448,52.1,71,0,0,0,0,0,0,9.300000000000011,75440.8,0.04903314913740804,484.5300000000006
1,299.3,308.5,1589,32.7,74,0,0,0,0,0,0,9.199999999999989,51960.3,0.04657016988887969,300.83999999999963
1,299.3,308.6,1520,33.7,76,0,0,0,0,0,0,9.300000000000011,51224.00000000001,0.04999999996710526,313.4100000000004
1,299.3,308.6,1605,37.0,78,0,0,0,0,0,0,9.300000000000011,59385.0,0.048598130810842285,344.1000000000004
1,299.3,308.7,1393,54.2,80,0,0,0,0,0,0,9.399999999999977,75500.6,0.057430007137523324,509.47999999999877
0,299.3,308.7,1408,44.4,82,0,0,0,0,0,0,9.399999999999977,62515.2,0.05823863632227369,417.359999999999
2,299.3,308.7,1459,35.6,87,0,0,0,0,0,0,9.399999999999977,51940.4,0.059629883440966494,334.6399999999992
1,299.4,308.7,1525,39.0,90,0,0,0,0,0,0,9.300000000000011,59475.0,0.05901639340392367,362.70000000000044
1,299.4,308.8,1390,57.0,92,0,0,0,0,0,0,9.400000000000034,79230.0,0.06618705031209564,535.800000000002
1,299.3,308.7,1536,38.9,94,0,0,0,0,0,0,9.399999999999977,59750.399999999994,0.06119791662682427,365.6599999999991
1,299.4,308.7,1459,47.6,96,0,0,0,0,0,0,9.300000000000011,69448.40000000001,0.06579849207279061,442.6800000000006
1,299.2,308.5,1387,51.1,98,0,0,0,0,0,0,9.300000000000011,70875.7,0.07065609223456662,475.2300000000006
1,299.2,308.5,1378,53.4,100,0,0,0,0,0,0,9.300000000000011,73585.2,0.07256894044080628,496.6200000000006
1,299.4,308.7,1381,56.7,102,0,0,0,0,0,0,9.300000000000011,78302.7,0.07385952203196268,527.3100000000006
2,299.4,308.7,1289,60.5,104,0,0,0,0,0,0,9.300000000000011,77984.5,0.08068269970466818,562.6500000000007
1,299.4,308.6,1746,26.8,107,0,0,0,0,0,0,9.200000000000045,46792.8,0.061282932381853984,246.56000000000122
2,299.4,308.6,1541,39.1,109,0,0,0,0,0,0,9.200000000000045,60253.100000000006,0.07073329002548132,359.7200000000018
1,299.4,308.7,1504,37.8,112,0,0,0,0,0,0,9.300000000000011,56851.2,0.07446808505686962,351.5400000000004
2,299.5,308.7,1321,51.9,114,0,0,0,0,0,0,9.199999999999989,68559.9,0.08629825882944869,477.4799999999994
2,299.5,308.8,1886,20.9,117,0,0,0,0,0,0,9.300000000000011,39417.399999999994,0.0620360551102672,194.37000000000023
1,299.6,308.9,1422,53.2,120,0,0,0,0,0,0,9.299999999999955,75650.40000000001,0.08438818559466371,494.7599999999976
1,299.5,308.9,1520,38.3,122,0,0,0,0,0,0,9.399999999999977,58215.99999999999,0.08026315784193212,360.01999999999913
1,299.4,308.8,1627,32.6,124,0,0,0,0,0,0,9.400000000000034,53040.200000000004,0.0762138905493461,306.44000000000113
1,299.4,308.7,1512,37.2,126,0,0,0,0,0,0,9.300000000000011,56246.4,0.0833333332782187,345.96000000000043
1,299.4,308.7,1553,42.7,128,0,0,0,0,0,0,9.300000000000011,66313.1,0.0824211203590334,397.1100000000005
1,299.3,308.7,1802,26.0,130,0,0,0,0,0,0,9.399999999999977,46852.0,0.07214206433288453,244.3999999999994
1,299.3,308.6,1482,37.6,132,0,0,0,0,0,0,9.300000000000011,55723.200000000004,0.08906882585083074,349.68000000000046
1,299.4,308.7,1446,62.9,134,1,0,0,1,0,0,9.300000000000011,90953.4,0.09266943285430883,584.9700000000007
1,299.3,308.6,1371,50.5,136,0,0,0,0,0,0,9.300000000000011,69235.5,0.09919766586491781,469.65000000000055
2,299.2,308.6,1586,35.7,138,0,0,0,0,0,0,9.400000000000034,56620.200000000004,0.08701134925156913,335.58000000000123
1,299.2,308.5,1515,39.8,141,0,0,0,0,0,0,9.300000000000011,60296.99999999999,0.09306930686926118,370.14000000000044
1,299.2,308.5,1374,53.6,143,0,0,0,0,0,0,9.300000000000011,73646.40000000001,0.10407569133618945,498.48000000000064
1,299.1,308.5,1455,39.8,145,0,0,0,0,0,0,9.399999999999977,57908.99999999999,0.09965635731982381,374.1199999999991
0,299.2,308.5,1342,47.5,147,0,0,0,0,0,0,9.300000000000011,63745.0,0.10953800289900296,441.75000000000057
1,299.1,308.6,1260,57.8,152,0,0,0,0,0,0,9.5,72828.0,0.12063492053917863,549.1
0,299.0,308.5,1623,33.5,154,0,0,0,0,0,0,9.5,54370.5,0.09488601349668144,318.25
1,299.1,308.5,1371,55.5,159,0,0,0,0,0,0,9.399999999999977,76090.5,0.1159737417097201,521.6999999999987
1,299.1,308.6,1611,31.4,161,0,0,0,0,0,0,9.5,50585.399999999994,0.09993792669153449,298.3
2,299.0,308.4,1535,47.5,163,0,0,0,0,0,0,9.399999999999977,72912.5,0.10618892501225477,446.4999999999989
2,299.1,308.6,1491,38.5,166,0,0,0,0,0,0,9.5,57403.5,0.11133467464028525,365.75
2,299.1,308.6,1441,36.2,169,0,0,0,0,0,0,9.5,52164.200000000004,0.1172796668165998,343.90000000000003
2,299.1,308.8,1725,26.6,172,0,0,0,0,0,0,9.699999999999989,45885.0,0.09971014486973324,258.0199999999997
1,299.2,308.9,1368,47.2,175,0,0,0,0,0,0,9.699999999999989,64569.600000000006,0.12792397651467544,457.83999999999946
1,299.2,308.9,1526,37.9,177,0,0,0,0,0,0,9.699999999999989,57835.4,0.11598951499607502,367.62999999999954
1,299.2,308.8,1542,39.2,179,0,0,0,0,0,0,9.600000000000023,60446.4,0.11608300900383721,376.3200000000009
1,299.2,308.8,1605,31.1,181,0,0,0,0,0,0,9.600000000000023,49915.5,0.11277258559951862,298.56000000000074
1,299.2,308.8,1405,51.4,183,0,0,0,0,0,0,9.600000000000023,72217.0,0.1302491102275807,493.44000000000113
2,299.2,308.8,1700,33.5,185,0,0,0,0,0,0,9.600000000000023,56950.0,0.10882352934775086,321.60000000000076
0,299.2,308.8,1440,39.1,188,0,0,0,0,0,0,9.600000000000023,56304.0,0.13055555546489198,375.3600000000009
2,299.2,308.8,1314,52.5,193,0,0,0,0,0,0,9.600000000000023,68985.0,0.14687975635701692,504.0000000000012
1,299.2,308.7,1514,41.9,196,0,0,0,0,0,0,9.5,63436.6,0.12945838828965758,398.05
2,299.2,308.7,1401,47.0,198,0,0,0,0,0,0,9.5,65847.0,0.14132762302546206,446.5
1,299.3,308.8,1636,29.9,201,0,0,0,0,0,0,9.5,48916.399999999994,0.12286063562172332,284.05
1,299.3,308.8,1603,33.9,203,0,0,0,0,0,0,9.5,54341.7,0.1266375545061525,322.05
2,299.4,308.7,1487,52.6,205,0,0,0,0,0,0,9.300000000000011,78216.2,0.13786146594629356,489.18000000000063
2,299.3,308.7,1420,50.3,208,0,0,0,0,0,0,9.399999999999977,71426.0,0.14647887313628247,472.81999999999886
1,299.3,308.7,1579,36.3,211,0,0,0,0,0,0,9.399999999999977,57317.7,0.13362887895273662,341.2199999999992
1,299.3,308.7,1484,40.5,213,0,0,0,0,0,0,9.399999999999977,60102.0,0.1435309972078632,380.6999999999991
2,299.3,308.7,1390,49.3,215,0,0,0,0,0,0,9.399999999999977,68527.0,0.15467625888152786,463.4199999999989
1,299.3,308.6,1384,53.6,218,1,0,0,0,1,0,9.300000000000011,74182.40000000001,0.157514450753241,498.48000000000064
1,299.2,308.5,1378,50.4,220,1,0,0,0,1,0,9.300000000000011,69451.2,0.1596516689697738,468.72000000000054
1,299.2,308.5,1445,45.2,222,0,0,0,0,0,0,9.300000000000011,65314.00000000001,0.15363321788675902,420.3600000000005
1,299.2,308.4,1445,43.5,224,0,0,0,0,0,0,9.199999999999989,62857.5,0.15501730093078386,400.1999999999995
1,299.2,308.4,1509,39.4,0,0,0,0,0,0,0,9.199999999999989,59454.6,0.0,362.47999999999956
1,299.2,308.4,1434,46.8,2,0,0,0,0,0,0,9.199999999999989,67111.2,0.0013947001384974195,430.55999999999943
1,299.2,308.4,1877,23.9,4,0,0,0,0,0,0,9.199999999999989,44860.299999999996,0.0021310602013153647,219.8799999999997
1,299.3,308.3,1651,28.0,6,0,0,0,0,0,0,9.0,46228.0,0.003634161112274887,252.0
1,299.2,308.2,1466,41.3,8,0,0,0,0,0,0,9.0,60545.799999999996,0.005457025917150732,371.7
1,299.1,308.1,1479,40.7,10,0,0,0,0,0,0,9.0,60195.3,0.006761325215171517,366.3
1,299.1,308.2,1409,46.4,12,0,0,0,0,0,0,9.099999999999966,65377.6,0.008516678489342315,422.2399999999984
2,299.2,308.2,1674,28.2,14,0,0,0,0,0,0,9.0,47206.799999999996,0.008363201906593069,253.79999999999998
1,299.1,308.3,1305,61.4,17,0,0,0,0,0,0,9.199999999999989,80127.0,0.01302681991338941,564.8799999999993
2,299.2,308.3,1755,26.4,19,0,0,0,0,0,0,9.100000000000023,46332.0,0.010826210820042044,240.24000000000058
1,299.2,308.4,1475,38.7,22,0,0,0,0,0,0,9.199999999999989,57082.50000000001,0.014915254227176098,356.03999999999957
1,299.2,308.4,1402,47.7,24,0,0,0,0,0,0,9.199999999999989,66875.40000000001,0.017118402270243648,438.83999999999946
1,299.2,308.3,1410,43.0,26,0,0,0,0,0,0,9.100000000000023,60630.0,0.018439716298978923,391.300000000001
1,299.2,308.4,1436,41.8,28,0,0,0,0,0,0,9.199999999999989,60024.799999999996,0.019498607228761414,384.5599999999995
2,299.3,308.5,1386,42.2,30,0,0,0,0,0,0,9.199999999999989,58489.200000000004,0.021645021629404744,388.23999999999955
1,299.3,308.6,1744,26.4,33,0,0,0,0,0,0,9.300000000000011,46041.6,0.01892201833777407,245.5200000000003
1,299.2,308.4,1393,48.4,35,0,0,0,0,0,0,9.199999999999989,67421.2,0.025125628122666454,445.27999999999946
2,299.3,308.5,1422,45.4,37,0,0,0,0,0,0,9.199999999999989,64558.799999999996,0.026019690558354645,417.6799999999995
1,299.2,308.4,1841,22.8,40,0,0,0,0,0,0,9.199999999999989,41974.8,0.02172732209574833,209.75999999999974
1,299.3,308.6,1433,37.7,42,0,0,0,0,0,0,9.300000000000011,54024.100000000006,0.029309141640398363,350.61000000000047
2,299.3,308.5,1305,60.6,44,0,0,0,0,0,0,9.199999999999989,79083.0,0.033716475069949056,557.5199999999993
0,299.3,308.6,1498,39.5,47,0,0,0,0,0,0,9.300000000000011,59171.0,0.03137516686824087,367.3500000000005
1,299.3,308.5,1772,26.1,52,0,0,0,0,0,0,9.199999999999989,46249.200000000004,0.029345372443936018,240.11999999999972
2,299.2,308.4,1381,42.5,54,0,0,0,0,0,0,9.199999999999989,58692.5,0.039102099899274365,390.99999999999955
1,299.3,308.5,1413,38.5,57,0,0,0,0,0,0,9.199999999999989,54400.5,0.04033970273153595,354.1999999999996
0,299.2,308.4,1388,53.2,59,0,0,0,0,0,0,9.199999999999989,73841.6,0.04250720458032622,489.43999999999943
2,299.2,308.6,1631,35.4,64,0,0,0,0,0,0,9.400000000000034,57737.399999999994,0.039239730202795996,332.7600000000012
0,299.3,308.6,1520,41.4,67,0,0,0,0,0,0,9.300000000000011,62928.0,0.04407894733942174,385.02000000000044
1,299.3,308.5,1510,45.4,72,0,0,0,0,0,0,9.199999999999989,68554.0,0.04768211917372045,417.6799999999995
1,299.2,308.5,1366,49.7,74,0,0,0,0,0,0,9.300000000000011,67890.2,0.054172767163855946,462.2100000000006
1,299.4,308.5,1845,22.9,76,0,0,0,0,0,0,9.100000000000023,42250.5,0.04119241190179273,208.3900000000005
1,299.3,308.5,1485,44.7,78,0,0,0,0,0,0,9.199999999999989,66379.5,0.052525252489881984,411.2399999999995
2,299.3,308.5,1496,39.4,80,0,0,0,0,0,0,9.199999999999989,58942.4,0.053475935793131056,362.47999999999956
2,299.3,308.4,1468,42.2,83,0,0,0,0,0,0,9.099999999999966,61949.600000000006,0.05653950949827009,384.01999999999856
2,299.2,308.4,1856,22.7,86,0,0,0,0,0,0,9.199999999999989,42131.2,0.04633620687158609,208.83999999999975
1,299.2,308.4,1620,34.1,89,0,0,0,0,0,0,9.199999999999989,55242.0,0.05493827157102575,313.71999999999963
1,299.3,308.5,1409,44.8,91,0,0,0,0,0,0,9.199999999999989,63123.2,0.06458481187751255,412.15999999999946
2,299.3,308.5,1404,49.4,93,0,0,0,0,0,0,9.199999999999989,69357.59999999999,0.06623931619213723,454.47999999999945
1,299.2,308.4,1350,51.3,96,0,0,0,0,0,0,9.199999999999989,69255.0,0.0711111110584362,471.9599999999994
2,299.2,308.4,1538,38.0,98,0,0,0,0,0,0,9.199999999999989,58444.0,0.06371911569329056,349.59999999999957
2,299.2,308.4,1476,32.7,101,0,0,0,0,0,0,9.199999999999989,48265.200000000004,0.06842818423548226,300.83999999999963
2,299.2,308.3,1364,51.8,104,0,0,0,0,0,0,9.100000000000023,70655.2,0.07624633425495136,471.38000000000113
2,299.2,308.3,1582,45.5,107,0,0,0,0,0,0,9.100000000000023,71981.0,0.06763590387633633,414.05000000000103
1,299.1,308.2,1348,56.1,110,0,0,0,0,0,0,9.099999999999966,75622.8,0.08160237382670446,510.5099999999981
0,299.1,308.2,1450,46.1,112,0,0,0,0,0,0,9.099999999999966,66845.0,0.0772413792570749,419.50999999999846
1,299.0,308.1,1242,60.9,117,0,0,0,0,0,0,9.100000000000023,75637.8,0.09420289847487688,554.1900000000014
1,299.1,308.2,1493,34.9,119,0,0,0,0,0,0,9.099999999999966,52105.7,0.0797052913062925,317.5899999999988
1,299.1,308.3,1601,31.4,121,0,0,0,0,0,0,9.199999999999989,50271.399999999994,0.07557776385035742,288.87999999999965
1,299.1,308.2,1568,33.3,123,0,0,0,0,0,0,9.099999999999966,52214.399999999994,0.07844387750099242,303.02999999999884
2,299.1,308.3,1506,38.0,125,0,0,0,0,0,0,9.199999999999989,57228.0,0.08300132796613457,349.59999999999957
1,299.1,308.3,1524,34.1,128,0,0,0,0,0,0,9.199999999999989,51968.4,0.08398950125722474,313.71999999999963
1,299.1,308.4,1543,37.9,130,0,0,0,0,0,0,9.299999999999955,58479.7,0.0842514581437126,352.46999999999827
2,299.2,308.5,1474,47.2,132,0,0,0,0,0,0,9.300000000000011,69572.8,0.08955223874521558,438.96000000000055
2,299.2,308.5,1526,37.3,135,0,0,0,0,0,0,9.300000000000011,56919.799999999996,0.0884665792342945,346.8900000000004
1,299.2,308.5,1867,27.0,138,0,0,0,0,0,0,9.300000000000011,50409.0,0.07391537221536401,251.1000000000003
1,299.2,308.5,1487,41.2,140,0,0,0,0,0,0,9.300000000000011,61264.4,0.09414929381698096,383.1600000000005
1,299.2,308.4,1580,32.6,142,0,0,0,0,0,0,9.199999999999989,51508.0,0.08987341766463706,299.9199999999996
1,299.2,308.5,1340,50.0,144,0,0,0,0,0,0,9.300000000000011,67000.0,0.10746268648696813,465.00000000000057
1,299.2,308.5,1544,41.6,146,0,0,0,0,0,0,9.300000000000011,64230.4,0.09455958543098472,386.8800000000005
1,299.2,308.5,1488,40.3,148,0,0,0,0,0,0,9.300000000000011,59966.399999999994,0.09946236552455485,374.7900000000004
2,299.2,308.5,1742,28.9,150,0,0,0,0,0,0,9.300000000000011,50343.799999999996,0.08610792187938696,268.7700000000003
2,299.1,308.5,1592,34.2,153,0,0,0,0,0,0,9.399999999999977,54446.4,0.09610552757782316,321.4799999999992
1,299.2,308.6,1582,38.8,156,0,0,0,0,0,0,9.400000000000034,61381.6,0.0986093551841913,364.7200000000013
1,299.2,308.5,1490,43.2,158,0,0,0,0,0,0,9.300000000000011,64368.00000000001,0.10604026838520787,401.7600000000005
2,299.2,308.5,1594,35.8,160,0,0,0,0,0,0,9.300000000000011,57065.2,0.10037641148031592,332.9400000000004
0,299.2,308.6,1462,55.0,163,0,0,0,0,0,0,9.400000000000034,80410.0,0.11149110799487612,517.0000000000018
2,299.2,308.6,1367,47.6,168,0,0,0,0,0,0,9.400000000000034,65069.200000000004,0.12289685433584721,447.44000000000165
1,299.2,308.7,1325,51.0,171,0,0,0,0,0,0,9.5,67575.0,0.12905660367618368,484.5
0,299.2,308.7,1448,51.4,173,0,0,0,0,0,0,9.5,74427.2,0.11947513803903649,488.3
2,299.1,308.7,2008,20.3,178,0,0,0,0,0,0,9.599999999999966,40762.4,0.0886454182825471,194.8799999999993
1,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,9.599999999999966,58272.2,0.12082777027982124,373.43999999999863
1,299.1,308.6,1437,41.6,183,0,0,0,0,0,0,9.5,59779.200000000004,0.12734864291764186,395.2
2,299.1,308.6,1499,45.1,185,0,0,0,0,0,0,9.5,67604.90000000001,0.12341561032460599,428.45
1,299.0,308.4,1356,52.6,188,0,0,0,0,0,0,9.399999999999977,71325.6,0.1386430677443635,494.4399999999988
1,299.1,308.5,1539,46.8,190,0,0,0,0,0,0,9.399999999999977,72025.2,0.12345679004323794,439.91999999999894
1,299.1,308.5,1689,32.1,192,0,0,0,0,0,0,9.399999999999977,54216.9,0.11367673172665675,301.73999999999927
1,299.0,308.5,1559,38.1,194,0,0,0,0,0,0,9.5,59397.9,0.1244387427040162,361.95
1,299.1,308.6,1408,46.7,196,0,0,0,0,0,0,9.5,65753.6,0.13920454535567858,443.65000000000003
1,299.0,308.5,1886,23.0,198,0,0,0,0,0,0,9.5,43378.0,0.1049840932635291,218.5
1,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,9.399999999999977,61411.0,0.0,407.959999999999
2,299.1,308.5,1587,35.6,2,0,0,0,0,0,0,9.399999999999977,56497.200000000004,0.0012602394447005423,334.6399999999992
1,299.0,308.4,1571,38.6,5,0,0,0,0,0,0,9.399999999999977,60640.600000000006,0.0031826861851160493,362.8399999999991
1,298.9,308.3,1576,36.6,7,0,0,0,0,0,0,9.400000000000034,57681.600000000006,0.004441624362663944,344.04000000000127
1,298.9,308.3,1660,34.4,9,0,0,0,0,0,0,9.400000000000034,57104.0,0.005421686743721875,323.36000000000115
2,298.9,308.2,1328,49.2,11,0,0,0,0,0,0,9.300000000000011,65337.600000000006,0.008283132523883182,457.56000000000057
0,298.8,308.2,1450,44.7,14,0,0,0,0,0,0,9.399999999999977,64815.00000000001,0.009655172407134363,420.179999999999
1,298.9,308.2,2384,15.0,19,0,0,0,0,0,0,9.300000000000011,35760.0,0.007969798654375086,139.50000000000017
1,298.8,308.2,1443,53.4,21,0,0,0,0,0,0,9.399999999999977,77056.2,0.014553014542929303,501.9599999999988
2,298.9,308.2,2022,20.0,23,0,0,0,0,0,0,9.300000000000011,40440.0,0.011374876354414008,186.00000000000023
1,298.9,308.2,1828,23.8,26,0,0,0,0,0,0,9.300000000000011,43506.4,0.01422319474057812,221.3400000000003
1,298.8,308.1,1472,53.5,28,0,0,0,0,0,0,9.300000000000011,78752.0,0.019021739117512405,497.55000000000064
2,298.9,308.2,1372,63.6,30,1,0,0,1,0,0,9.300000000000011,87259.2,0.02186588919689075,591.4800000000007
1,298.9,308.3,1855,23.8,33,0,0,0,0,0,0,9.400000000000034,44149.0,0.017789757402808755,223.72000000000082
2,299.0,308.3,1377,47.2,35,0,0,0,0,0,0,9.300000000000011,64994.4,0.02541757441872362,438.96000000000055
1,298.9,308.3,1432,48.9,38,0,0,0,0,0,0,9.400000000000034,70024.8,0.026536312830631063,459.6600000000017
2,298.9,308.2,1335,47.8,40,0,0,0,0,0,0,9.300000000000011,63812.99999999999,0.029962546794035542,444.54000000000053
2,298.9,308.2,1411,51.3,43,0,0,0,0,0,0,9.300000000000011,72384.3,0.030474840517027042,477.09000000000054
1,298.9,308.2,1510,43.5,46,0,0,0,0,0,0,9.300000000000011,65685.0,0.03046357613876584,404.5500000000005
1,299.0,308.3,1441,44.0,48,0,0,0,0,0,0,9.300000000000011,63404.0,0.033310201226016516,409.2000000000005
2,299.0,308.2,1358,42.7,50,0,0,0,0,0,0,9.199999999999989,57986.600000000006,0.03681885122472838,392.8399999999995
